Fläche;BaumNr;Gattung;Art;Sorte;NameDeutsch;Höhe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos;Kategorie;Reifvon;Reifbis
385;157;Malus;Zierform;.;Zierapfel;2;5;30;L;70821;346614;Apfel;01/08;15/11
385;155;Malus;Zierform;.;Zierapfel;3;4;50;L;70828;346618;Apfel;01/08;15/11
426;18;Malus;Zierform;.;Zierapfel;3;3;40;L;71477;346331;Apfel;01/08;15/11
426;16;Malus;Zierform;.;Zierapfel;4;4;1;L;71449;346323;Apfel;01/08;15/11
65;637;Malus;Zierform;.;Zierapfel;14;8;1;L;71607;353361;Apfel;01/08;15/11
65;619;Malus;Zierform;.;Zierapfel;5;8;1;L;71604;353391;Apfel;01/08;15/11
65;616;Malus;Zierform;.;Zierapfel;7;7;1;L;71600;353396;Apfel;01/08;15/11
65;536;Malus;Zierform;.;Zierapfel;7;6;55;L;71564;353437;Apfel;01/08;15/11
65;533;Malus;Zierform;.;Zierapfel;11;10;1;L;71572;353423;Apfel;01/08;15/11
65;496;Malus;Zierform;.;Zierapfel;4;5;1;L;71445;353360;Apfel;01/08;15/11
65;486;Malus;Zierform;.;Zierapfel;6;8;1;L;71409;353306;Apfel;01/08;15/11
65;459;Malus;Zierform;.;Zierapfel;5;5;1;L;71384;353267;Apfel;01/08;15/11
65;535;Malus;Zierform;.;Zierapfel;11;10;1;L;71566;353431;Apfel;01/08;15/11
65;434;Malus;Zierform;.;Zierapfel;3;5;1;L;71364;353234;Apfel;01/08;15/11
65;414;Malus;Zierform;.;Zierapfel;4;6;1;L;71317;353160;Apfel;01/08;15/11
65;402;Malus;Zierform;.;Zierapfel;6;6;1;L;71330;353135;Apfel;01/08;15/11
65;394;Malus;Zierform;.;Zierapfel;9;9;1;L;71288;353048;Apfel;01/08;15/11
65;393;Malus;Zierform;.;Zierapfel;7;8;1;L;71291;353051;Apfel;01/08;15/11
65;392;Malus;Zierform;.;Zierapfel;45;7;80;L;71312;353065;Apfel;01/08;15/11
65;391;Malus;Zierform;.;Zierapfel;6;7;1;L;71309;353069;Apfel;01/08;15/11
65;390;Malus;Zierform;.;Zierapfel;5;6;1;L;71306;353061;Apfel;01/08;15/11
65;361;Malus;Zierform;.;Zierapfel;4;6;1;L;71274;353089;Apfel;01/08;15/11
65;232;Malus;Zierform;.;Zierapfel;4;4;80;L;71177;352840;Apfel;01/08;15/11
65;203;Malus;Zierform;.;Zierapfel;5;7;1;L;71169;352926;Apfel;01/08;15/11
65;404;Malus;Zierform;.;Zierapfel;6;7;1;L;71326;353136;Apfel;01/08;15/11
65;403;Malus;Zierform;.;Zierapfel;7;8;1;L;71334;353139;Apfel;01/08;15/11
65;372;Malus;Zierform;.;Zierapfel;7;10;1;L;71298;353109;Apfel;01/08;15/11
65;260;Malus;Zierform;.;Zierapfel;5;4;20;L;71196;352831;Apfel;01/08;15/11
65;259;Malus;Zierform;.;Zierapfel;4;1;20;L;71194;352836;Apfel;01/08;15/11
65;258;Malus;Zierform;.;Zierapfel;4;1;25;L;71199;352835;Apfel;01/08;15/11
65;386;Malus;Zierform;.;Zierapfel;8;7;1;L;71307;353082;Apfel;01/08;15/11
65;198;Malus;Zierform;.;Zierapfel;4;6;1;L;71193;352970;Apfel;01/08;15/11
65;197;Malus;Zierform;.;Zierapfel;4;6;1;L;71197;352972;Apfel;01/08;15/11
152;4;Malus;Zierform;.;Zierapfel;3;3;50;L;71821;350026;Apfel;01/08;15/11
152;5;Malus;Zierform;.;Zierapfel;4;3;50;L;71823;350029;Apfel;01/08;15/11
152;6;Malus;Zierform;.;Zierapfel;4;3;50;L;71824;350025;Apfel;01/08;15/11
152;8;Malus;Zierform;.;Zierapfel;4;4;50;L;71822;350039;Apfel;01/08;15/11
216;19;Malus;Zierform;.;Zierapfel;4;5;50;L;70545;347993;Apfel;01/08;15/11
203;53;Malus;Zierform;.;Zierapfel;6;8;360;L;71037;348744;Apfel;01/08;15/11
203;66;Malus;Zierform;.;Zierapfel;4;5;70;L;71079;348698;Apfel;01/08;15/11
203;67;Malus;Zierform;.;Zierapfel;5;6;70;L;71079;348703;Apfel;01/08;15/11
203;68;Malus;Zierform;.;Zierapfel;4;6;60;L;71079;348711;Apfel;01/08;15/11
204;11;Malus;Zierform;.;Zierapfel;5;4;60;L;71779;348914;Apfel;01/08;15/11
298;2;Malus;Zierform;.;Zierapfel;4;2;34;L;72001;345714;Apfel;01/08;15/11
245;35;Malus;Zierform;.;Zierapfel;5;5;80;L;73301;346476;Apfel;01/08;15/11
689;25;Malus;Zierform;.;Zierapfel;9;9;108;L;70651;355203;Apfel;01/08;15/11
25;15;Malus;Zierform;.;Zierapfel;8;5;100;L;70410;351645;Apfel;01/08;15/11
1068;10;Malus;Zierform;.;Zierapfel;4;3;40;L;70393;351181;Apfel;01/08;15/11
1068;13;Malus;Zierform;.;Zierapfel;4;3;40;L;70390;351169;Apfel;01/08;15/11
1068;46;Malus;Zierform;.;Zierapfel;3;1;15;L;70309;351233;Apfel;01/08;15/11
1068;47;Malus;Zierform;.;Zierapfel;3;2;20;L;70311;351222;Apfel;01/08;15/11
1068;48;Malus;Zierform;.;Zierapfel;4;4;30;L;70310;351215;Apfel;01/08;15/11
1068;50;Malus;Zierform;.;Zierapfel;2;1;10;L;70305;351219;Apfel;01/08;15/11
623;13;Malus;Zierform;.;Zierapfel;3;6;1;L;72009;355662;Apfel;01/08;15/11
623;81;Malus;Zierform;.;Zierapfel;7;6;50;L;72027;355594;Apfel;01/08;15/11
623;82;Malus;Zierform;.;Zierapfel;7;6;1;L;72023;355595;Apfel;01/08;15/11
623;90;Malus;Zierform;.;Zierapfel;7;9;1;L;71980;355591;Apfel;01/08;15/11
1060;006a;Malus;Zierform;.;Zierapfel;4;2;20;L;71459;349008;Apfel;01/08;15/11
1060;009a;Malus;Zierform;.;Zierapfel;4;2;25;L;71464;348990;Apfel;01/08;15/11
390;33;Malus;Zierform;.;Zierapfel;4;4;35;L;70892;347542;Apfel;01/08;15/11
654;81;Malus;Zierform;.;Zierapfel;3;1;14;L;72734;355317;Apfel;01/08;15/11
654;90;Malus;Zierform;.;Zierapfel;4;2;17;L;72816;355335;Apfel;01/08;15/11
129;40;Malus;Zierform;.;Zierapfel;7;8;160;L;72228;349108;Apfel;01/08;15/11
65;353;Malus;Zierform;.;Zierapfel;3;6;9;L;71238;353036;Apfel;01/08;15/11
1060;497;Malus;Zierform;.;Zierapfel;3;2;25;L;71552;348270;Apfel;01/08;15/11
1060;499;Malus;Zierform;.;Zierapfel;4;2;20;L;71548;348276;Apfel;01/08;15/11
1060;500;Malus;Zierform;.;Zierapfel;4;2;20;L;71538;348285;Apfel;01/08;15/11
1060;501;Malus;Zierform;.;Zierapfel;4;2;20;L;71535;348287;Apfel;01/08;15/11
1060;502;Malus;Zierform;.;Zierapfel;4;2;20;L;71538;348290;Apfel;01/08;15/11
1060;503;Malus;Zierform;.;Zierapfel;4;2;20;L;71529;348296;Apfel;01/08;15/11
1060;504;Malus;Zierform;.;Zierapfel;4;2;20;L;71523;348297;Apfel;01/08;15/11
1060;540;Malus;Zierform;.;Zierapfel;4;2;25;L;71514;348293;Apfel;01/08;15/11
1060;548;Malus;Zierform;.;Zierapfel;4;2;20;L;71536;348264;Apfel;01/08;15/11
1060;549;Malus;Zierform;.;Zierapfel;4;2;20;L;71540;348258;Apfel;01/08;15/11
1060;550;Malus;Zierform;.;Zierapfel;4;2;20;L;71535;348258;Apfel;01/08;15/11
312;13;Malus;Zierform;.;Zierapfel;8;7;70;L;71663;352100;Apfel;01/08;15/11
623;039a;Malus;Zierform;.;Zierapfel;7;6;66;L;71952;355663;Apfel;01/08;15/11
623;040a;Malus;Zierform;.;Zierapfel;4;3;26;L;71955;355662;Apfel;01/08;15/11
623;041a;Malus;Zierform;.;Zierapfel;5;5;42;L;71954;355665;Apfel;01/08;15/11
623;042a;Malus;Zierform;.;Zierapfel;6;4;39;L;71959;355664;Apfel;01/08;15/11
623;043a;Malus;Zierform;.;Zierapfel;8;6;127;L;71961;355667;Apfel;01/08;15/11
623;045a;Malus;Zierform;.;Zierapfel;6;5;46;L;71972;355665;Apfel;01/08;15/11
623;046a;Malus;Zierform;.;Zierapfel;6;7;56;L;71976;355668;Apfel;01/08;15/11
623;047a;Malus;Zierform;.;Zierapfel;6;8;40;L;71980;355666;Apfel;01/08;15/11
623;048a;Malus;Zierform;.;Zierapfel;8;7;54;L;71976;355664;Apfel;01/08;15/11
623;049a;Malus;Zierform;.;Zierapfel;4;4;35;L;71981;355657;Apfel;01/08;15/11
623;050a;Malus;Zierform;.;Zierapfel;6;3;24;L;71985;355661;Apfel;01/08;15/11
623;052a;Malus;Zierform;.;Zierapfel;7;4;46;L;71993;355656;Apfel;01/08;15/11
1060;469;Malus;Zierform;.;Zierapfel;3;2;25;L;71589;348228;Apfel;01/08;15/11
1060;498;Malus;Zierform;.;Zierapfel;4;2;20;L;71550;348270;Apfel;01/08;15/11
1060;537;Malus;Zierform;.;Zierapfel;4;2;20;L;71518;348298;Apfel;01/08;15/11
1060;538;Malus;Zierform;.;Zierapfel;4;2;25;L;71510;348300;Apfel;01/08;15/11
1060;539;Malus;Zierform;.;Zierapfel;4;2;25;L;71520;348294;Apfel;01/08;15/11
312;2;Malus;Zierform;.;Zierapfel;7;8;130;L;71659;352133;Apfel;01/08;15/11
312;12;Malus;Zierform;.;Zierapfel;2;7;60;L;71667;352094;Apfel;01/08;15/11
1060;541;Malus;Zierform;.;Zierapfel;4;2;25;L;71523;348291;Apfel;01/08;15/11
1060;542;Malus;Zierform;.;Zierapfel;4;2;25;L;71518;348290;Apfel;01/08;15/11
654;88;Malus;Zierform;.;Zierapfel;5;3;34;L;72804;355330;Apfel;01/08;15/11
675;1;Malus;Zierform;.;Zierapfel;4;3;44;L;70595;355644;Apfel;01/08;15/11
675;4;Malus;Zierform;.;Zierapfel;4;3;46;L;70603;355645;Apfel;01/08;15/11
654;98;Malus;Zierform;.;Zierapfel;4;2;16;L;72885;355350;Apfel;01/08;15/11
654;99;Malus;Zierform;.;Zierapfel;4;1;12;L;72891;355352;Apfel;01/08;15/11
689;18;Malus;Zierform;.;Zierapfel;5;4;89;L;70701;355183;Apfel;01/08;15/11
654;94;Malus;Zierform;.;Zierapfel;4;2;16;L;72853;355343;Apfel;01/08;15/11
654;95;Malus;Zierform;.;Zierapfel;5;2;20;L;72861;355346;Apfel;01/08;15/11
654;96;Malus;Zierform;.;Zierapfel;4;2;15;L;72867;355345;Apfel;01/08;15/11
654;97;Malus;Zierform;.;Zierapfel;4;2;15;L;72874;355349;Apfel;01/08;15/11
675;2;Malus;Zierform;.;Zierapfel;4;5;40;L;70600;355642;Apfel;01/08;15/11
675;3;Malus;Zierform;.;Zierapfel;5;5;56;L;70604;355640;Apfel;01/08;15/11
675;5;Malus;Zierform;.;Zierapfel;4;3;33;L;70599;355649;Apfel;01/08;15/11
219;093a;Malus;Zierform;.;Zierapfel;4;5;50;L;72531;346212;Apfel;01/08;15/11
1079;1;Malus;Zierform;.;Zierapfel;5;3;20;L;72276;355003;Apfel;01/08;15/11
385;154a;Malus;Zierform;.;Zierapfel;2;1;12;L;70829;346623;Apfel;01/08;15/11
530;014a;Malus;Zierform;.;Zierapfel;8;8;118;L;70354;353036;Apfel;01/08;15/11
1195;1;Malus;Zierform;.;Zierapfel;4;1;13;L;70751;355317;Apfel;01/08;15/11
7;370;Malus;Zierform;.;Zierapfel;7;6;100;L;73066;355805;Apfel;01/08;15/11
654;084a;Malus;Zierform;.;Zierapfel;5;2;20;L;72761;355321;Apfel;01/08;15/11
654;090a;Malus;Zierform;.;Zierapfel;6;2;22;L;72821;355335;Apfel;01/08;15/11
654;091a;Malus;Zierform;.;Zierapfel;6;3;27;L;72826;355336;Apfel;01/08;15/11
475;20;Castanea;sativa;;Edelkastanie;11;8;100;L;70631;352145;Edelkastanie;15/09;31/10
372;3;Castanea;sativa;;Edelkastanie;8;3;35;L;72848;351439;Edelkastanie;15/09;31/10
639;9;Castanea;sativa;;Edelkastanie;6;3;40;L;71181;356717;Edelkastanie;15/09;31/10
634;76;Castanea;sativa;;Edelkastanie;11;8;1;L;72804;355400;Edelkastanie;15/09;31/10
634;131;Castanea;sativa;;Edelkastanie;9;4;1;L;72738;355536;Edelkastanie;15/09;31/10
634;132;Castanea;sativa;;Edelkastanie;9;4;1;L;72731;355532;Edelkastanie;15/09;31/10
634;74;Castanea;sativa;;Edelkastanie;12;8;117;L;72806;355391;Edelkastanie;15/09;31/10
634;75;Castanea;sativa;;Edelkastanie;12;8;110;L;72803;355395;Edelkastanie;15/09;31/10
629;137;Castanea;sativa;;Edelkastanie;6;3;43;L;70722;355023;Edelkastanie;15/09;31/10
629;138;Castanea;sativa;;Edelkastanie;6;5;72;L;70723;355031;Edelkastanie;15/09;31/10
629;139;Castanea;sativa;;Edelkastanie;6;6;41;L;70716;355024;Edelkastanie;15/09;31/10
487;028a;Castanea;sativa;;Edelkastanie;8;5;50;L;70027;351951;Edelkastanie;15/09;31/10
300;13;Castanea;sativa;;Edelkastanie;3;5;30;L;74002;345416;Edelkastanie;15/09;31/10
300;46;Castanea;sativa;;Edelkastanie;5;3;80;L;74090;345392;Edelkastanie;15/09;31/10
384;51;Castanea;sativa;;Edelkastanie;4;2;35;L;70918;346342;Edelkastanie;15/09;31/10
65;449;Castanea;sativa;;Edelkastanie;6;5;45;L;71422;353235;Edelkastanie;15/09;31/10
65;440;Castanea;sativa;;Edelkastanie;6;5;46;L;71382;353235;Edelkastanie;15/09;31/10
655;21;Castanea;sativa;;Edelkastanie;10;8;95;L;72138;355568;Edelkastanie;15/09;31/10
1100;34;Castanea;sativa;;Edelkastanie;20;15;350;L;70142;351403;Edelkastanie;15/09;31/10
1100;90;Castanea;sativa;;Edelkastanie;6;10;60;L;70036;351301;Edelkastanie;15/09;31/10
128;14;Castanea;sativa;;Edelkastanie;14;12;144;L;72610;353015;Edelkastanie;15/09;31/10
487;71;Castanea;sativa;;Edelkastanie;2;1;1;L;70001;351945;Edelkastanie;15/09;31/10
934;136a;Castanea;sativa;;Edelkastanie;5;1;23;L;76356;346911;Edelkastanie;15/09;31/10
7;100;Castanea;sativa;;Edelkastanie;11;9;136;L;73330;355901;Edelkastanie;15/09;31/10
127;22;Castanea;sativa;;Edelkastanie;20;15;230;L;72487;349028;Edelkastanie;15/09;31/10
127;27;Castanea;sativa;;Edelkastanie;25;20;280;L;72416;349056;Edelkastanie;15/09;31/10
627;3;Castanea;sativa;;Edelkastanie;3;2;21;L;71110;355891;Edelkastanie;15/09;31/10
1025;31;Castanea;sativa;;Edelkastanie;4;1;20;L;70409;352680;Edelkastanie;15/09;31/10
1025;32;Castanea;sativa;;Edelkastanie;4;1;20;L;70420;352685;Edelkastanie;15/09;31/10
319;53;Castanea;sativa;;Edelkastanie;6;3;39;L;71580;352325;Edelkastanie;15/09;31/10
1149;9;Castanea;sativa;;Edelkastanie;10;12;90;L;72405;350150;Edelkastanie;15/09;31/10
1149;20;Castanea;sativa;;Edelkastanie;10;8;93;L;72405;350143;Edelkastanie;15/09;31/10
300;16;Castanea;sativa;;Edelkastanie;11;4;60;L;74027;345407;Edelkastanie;15/09;31/10
378;7;Castanea;sativa;;Edelkastanie;5;2;35;L;70801;345610;Edelkastanie;15/09;31/10
20;76;Castanea;sativa;;Edelkastanie;8;2;35;L;70710;350747;Edelkastanie;15/09;31/10
726;39;Castanea;sativa;;Edelkastanie;8;5;117;L;72191;350944;Edelkastanie;15/09;31/10
726;41;Castanea;sativa;;Edelkastanie;8;4;94;L;72188;350934;Edelkastanie;15/09;31/10
7;187;Castanea;sativa;;Edelkastanie;10;6;86;L;73310;355841;Edelkastanie;15/09;31/10
321;1;Castanea;sativa;;Edelkastanie;10;8;96;L;72539;351313;Edelkastanie;15/09;31/10
321;4;Castanea;sativa;;Edelkastanie;8;6;88;L;72522;351328;Edelkastanie;15/09;31/10
321;6;Castanea;sativa;;Edelkastanie;10;8;118;L;72509;351339;Edelkastanie;15/09;31/10
518;6;Malus;hybrid;.;Zierapfel;6;7;50;L;69747;352062;Apfel;01/08;15/11
717;74;Malus;hybrid;.;Zierapfel;3;2;20;L;70592;350633;Apfel;01/08;15/11
628;44;Malus;hybrid;.;Zierapfel;9;8;70;L;71907;355579;Apfel;01/08;15/11
717;69;Malus;hybrid;.;Zierapfel;3;2;15;L;70586;350620;Apfel;01/08;15/11
717;70;Malus;hybrid;.;Zierapfel;8;6;80;L;70576;350625;Apfel;01/08;15/11
693;11;Malus;hybrid;.;Zierapfel;7;12;1;L;71314;356744;Apfel;01/08;15/11
517;12;Malus;hybrid;.;Zierapfel;4;7;1;L;70110;352075;Apfel;01/08;15/11
303;20;Malus;hybrid;.;Zierapfel;5;4;70;L;72160;346192;Apfel;01/08;15/11
623;051a;Malus;hybrid;.;Zierapfel;6;7;20;L;71983;355661;Apfel;01/08;15/11
717;73;Malus;hybrid;.;Zierapfel;3;2;20;L;70586;350634;Apfel;01/08;15/11
1073;124;Malus;hybrid;.;Zierapfel;4;2;29;L;70596;351494;Apfel;01/08;15/11
1073;;Malus;hybrid;.;Zierapfel;19;8;135;L;70595;351494;Apfel;01/08;15/11
1073;125;Malus;hybrid;.;Zierapfel;4;2;25;L;70598;351481;Apfel;01/08;15/11
1073;126;Malus;hybrid;.;Zierapfel;4;2;28;L;70603;351482;Apfel;01/08;15/11
717;71;Malus;hybrid;.;Zierapfel;3;2;20;L;70581;350638;Apfel;01/08;15/11
373;11;Crataegus;monogyna;;Eingriffliger Weißdorn;10;8;60;L;72348;351866;Sonstiges;01/09;30/09
373;12;Crataegus;monogyna;;Eingriffliger Weißdorn;10;6;75;L;72345;351864;Sonstiges;01/09;30/09
203;17;Crataegus;monogyna;;Eingriffliger Weißdorn;4;3;50;L;70952;348721;Sonstiges;01/09;30/09
207;10;Crataegus;monogyna;;Eingriffliger Weißdorn;6;6;120;L;72366;348539;Sonstiges;01/09;30/09
203;18;Crataegus;monogyna;;Eingriffliger Weißdorn;5;3;50;L;70949;348721;Sonstiges;01/09;30/09
59;6;Crataegus;monogyna;;Eingriffliger Weißdorn;3;1;10;L;71260;352388;Sonstiges;01/09;30/09
75;29;Crataegus;monogyna;;Eingriffliger Weißdorn;16;9;63;L;71468;352827;Sonstiges;01/09;30/09
205;50;Crataegus;monogyna;;Eingriffliger Weißdorn;8;8;260;L;70915;348235;Sonstiges;01/09;30/09
421;68;Crataegus;monogyna;;Eingriffliger Weißdorn;4;2;1;L;71437;346319;Sonstiges;01/09;30/09
65;652;Crataegus;monogyna;;Eingriffliger Weißdorn;8;5;1;L;71609;353332;Sonstiges;01/09;30/09
65;611;Crataegus;monogyna;;Eingriffliger Weißdorn;10;8;1;L;71601;353405;Sonstiges;01/09;30/09
65;605;Crataegus;monogyna;;Eingriffliger Weißdorn;18;10;1;L;71597;353421;Sonstiges;01/09;30/09
65;602;Crataegus;monogyna;;Eingriffliger Weißdorn;15;10;60;L;71596;353427;Sonstiges;01/09;30/09
65;583;Crataegus;monogyna;;Eingriffliger Weißdorn;15;9;1;L;71588;353468;Sonstiges;01/09;30/09
65;532;Crataegus;monogyna;;Eingriffliger Weißdorn;8;8;1;L;71568;353420;Sonstiges;01/09;30/09
65;580;Crataegus;monogyna;;Eingriffliger Weißdorn;10;6;50;L;71587;353476;Sonstiges;01/09;30/09
65;604;Crataegus;monogyna;;Eingriffliger Weißdorn;12;6;50;L;71598;353424;Sonstiges;01/09;30/09
65;576;Crataegus;monogyna;;Eingriffliger Weißdorn;8;5;80;L;71585;353484;Sonstiges;01/09;30/09
65;574;Crataegus;monogyna;;Eingriffliger Weißdorn;13;7;1;L;71585;353491;Sonstiges;01/09;30/09
494;124;Crataegus;monogyna;;Eingriffliger Weißdorn;8;6;1;L;68379;352585;Sonstiges;01/09;30/09
494;112;Crataegus;monogyna;;Eingriffliger Weißdorn;8;6;1;L;68245;352611;Sonstiges;01/09;30/09
494;106;Crataegus;monogyna;;Eingriffliger Weißdorn;7;6;55;L;68226;352607;Sonstiges;01/09;30/09
1;34;Crataegus;monogyna;;Eingriffliger Weißdorn;6;6;72;L;72276;352187;Sonstiges;01/09;30/09
1;37;Crataegus;monogyna;;Eingriffliger Weißdorn;5;6;63;L;72279;352192;Sonstiges;01/09;30/09
1;35;Crataegus;monogyna;;Eingriffliger Weißdorn;6;5;52;L;72279;352187;Sonstiges;01/09;30/09
1;36;Crataegus;monogyna;;Eingriffliger Weißdorn;4;3;38;L;72275;352191;Sonstiges;01/09;30/09
1;38;Crataegus;monogyna;;Eingriffliger Weißdorn;5;6;50;L;72279;352201;Sonstiges;01/09;30/09
157;11;Crataegus;monogyna;;Eingriffliger Weißdorn;4;3;20;L;72455;348989;Sonstiges;01/09;30/09
157;17;Crataegus;monogyna;;Eingriffliger Weißdorn;3;2;10;L;72418;348982;Sonstiges;01/09;30/09
92;007a;Crataegus;monogyna;;Eingriffliger Weißdorn;8;8;65;L;72563;353093;Sonstiges;01/09;30/09
92;032a;Crataegus;monogyna;;Eingriffliger Weißdorn;7;6;50;L;72574;353043;Sonstiges;01/09;30/09
294;072b;Crataegus;monogyna;;Eingriffliger Weißdorn;6;5;81;L;71972;346661;Sonstiges;01/09;30/09
75;038a;Crataegus;monogyna;;Eingriffliger Weißdorn;12;5;40;L;71489;352813;Sonstiges;01/09;30/09
772;1;Crataegus;laevigata;;Rotdorn;14;16;130;L;71539;350888;Sonstiges;15/08;30/09
376;6;Crataegus;laevigata;;Rotdorn;18;8;1;L;72831;351714;Sonstiges;15/08;30/09
209;35;Crataegus;laevigata;;Rotdorn;8;6;100;L;71628;349100;Sonstiges;15/08;30/09
634;53;Crataegus;laevigata;;Rotdorn;8;3;1;L;72809;355352;Sonstiges;15/08;30/09
634;54;Crataegus;laevigata;;Rotdorn;8;5;1;L;72810;355357;Sonstiges;15/08;30/09
634;77;Crataegus;laevigata;;Rotdorn;4;2;1;L;72803;355405;Sonstiges;15/08;30/09
634;51;Crataegus;laevigata;;Rotdorn;8;5;1;L;72795;355349;Sonstiges;15/08;30/09
634;52;Crataegus;laevigata;;Rotdorn;8;6;1;L;72796;355354;Sonstiges;15/08;30/09
634;78;Crataegus;laevigata;;Rotdorn;5;4;38;L;72802;355410;Sonstiges;15/08;30/09
634;79;Crataegus;laevigata;;Rotdorn;5;4;1;L;72799;355405;Sonstiges;15/08;30/09
629;104;Crataegus;laevigata;;Rotdorn;7;10;1;L;70632;355088;Sonstiges;15/08;30/09
629;100;Crataegus;laevigata;;Rotdorn;12;3;106;L;70619;355077;Sonstiges;15/08;30/09
206;5;Crataegus;laevigata;;Rotdorn;6;3;50;L;71756;349277;Sonstiges;15/08;30/09
206;20;Crataegus;laevigata;;Rotdorn;6;8;120;L;71733;349210;Sonstiges;15/08;30/09
894;29;Crataegus;laevigata;;Rotdorn;3;1;30;L;71563;346322;Sonstiges;15/08;30/09
894;28;Crataegus;laevigata;;Rotdorn;3;1;30;L;71568;346324;Sonstiges;15/08;30/09
894;27;Crataegus;laevigata;;Rotdorn;3;1;30;L;71574;346325;Sonstiges;15/08;30/09
894;26;Crataegus;laevigata;;Rotdorn;3;1;30;L;71584;346325;Sonstiges;15/08;30/09
204;95;Crataegus;laevigata;;Rotdorn;6;4;100;L;71906;348939;Sonstiges;15/08;30/09
717;86;Crataegus;laevigata;;Rotdorn;5;3;60;L;70569;350651;Sonstiges;15/08;30/09
717;87;Crataegus;laevigata;;Rotdorn;5;3;80;L;70611;350640;Sonstiges;15/08;30/09
717;88;Crataegus;laevigata;;Rotdorn;5;3;100;L;70639;350632;Sonstiges;15/08;30/09
840;18;Crataegus;laevigata;;Rotdorn;6;3;32;L;72954;355521;Sonstiges;15/08;30/09
682;013a;Crataegus;laevigata;;Rotdorn;8;6;67;L;71222;354446;Sonstiges;15/08;30/09
682;014a;Crataegus;laevigata;;Rotdorn;8;6;91;L;71218;354448;Sonstiges;15/08;30/09
682;022a;Crataegus;laevigata;;Rotdorn;7;6;77;L;71222;354485;Sonstiges;15/08;30/09
682;025a;Crataegus;laevigata;;Rotdorn;8;8;95;L;71192;354491;Sonstiges;15/08;30/09
169;1;Crataegus;laevigata;;Rotdorn;4;3;50;L;70503;349149;Sonstiges;15/08;30/09
304;3;Crataegus;laevigata;;Rotdorn;6;6;45;L;72900;346926;Sonstiges;15/08;30/09
629;105a;Crataegus;laevigata;;Rotdorn;6;7;80;L;70640;355092;Sonstiges;15/08;30/09
461;5;Prunus;domestica;.;Zwetsche;7;4;76;L;76720;346497;Zwetschke;01/08;30/09
640;9;Prunus;domestica;.;Zwetsche;13;10;110;L;70373;355886;Zwetschke;01/08;30/09
650;1;Prunus;domestica;.;Zwetsche;5;3;44;L;71770;355999;Zwetschke;01/08;30/09
300;20;Prunus;domestica;.;Zwetsche;7;6;80;L;74030;345356;Zwetschke;01/08;30/09
422;158;Prunus;domestica;.;Zwetsche;5;4;25;L;71491;346142;Zwetschke;01/08;30/09
608;068a;Prunus;domestica;.;Zwetsche;9;5;62;L;70440;354916;Zwetschke;01/08;30/09
300;35;Prunus;domestica;.;Zwetsche;6;2;59;L;74086;345357;Zwetschke;01/08;30/09
301;38;Prunus;domestica;.;Zwetsche;2;1;12;L;73793;344674;Zwetschke;01/08;30/09
305;18;Prunus;domestica;.;Zwetsche;10;10;146;L;72573;346180;Zwetschke;01/08;30/09
305;20;Prunus;domestica;.;Zwetsche;7;5;93;L;72585;346186;Zwetschke;01/08;30/09
245;15;Prunus;domestica;.;Zwetsche;10;3;50;L;73317;346477;Zwetschke;01/08;30/09
628;7;Prunus;domestica;.;Zwetsche;6;10;75;L;71902;355645;Zwetschke;01/08;30/09
799;1;Prunus;domestica;.;Zwetsche;7;6;90;L;71520;354433;Zwetschke;01/08;30/09
683;56;Prunus;domestica;.;Zwetsche;9;6;40;L;72025;355452;Zwetschke;01/08;30/09
683;57;Prunus;domestica;.;Zwetsche;10;1;1;L;72027;355452;Zwetschke;01/08;30/09
623;28;Prunus;domestica;.;Zwetsche;4;4;25;L;71931;355661;Zwetschke;01/08;30/09
685;36;Prunus;domestica;.;Zwetsche;6;7;45;L;72066;355530;Zwetschke;01/08;30/09
628;041a;Prunus;domestica;.;Zwetsche;1;1;6;L;71847;355631;Zwetschke;01/08;30/09
619;007a;Prunus;domestica;.;Zwetsche;5;4;43;L;70164;352705;Zwetschke;01/08;30/09
1149;7;Prunus;domestica;.;Zwetsche;5;6;66;L;72391;350160;Zwetschke;01/08;30/09
245;235;Prunus;domestica;.;Zwetsche;6;6;60;L;73335;346355;Zwetschke;01/08;30/09
686;003a;Prunus;domestica;.;Zwetsche;2;1;8;L;72121;355595;Zwetschke;01/08;30/09
458;18;juglans;.;.;Nuß;12;8;97;L;76869;345609;Nüsse;15/09;15/10
458;20;juglans;.;.;Nuß;16;12;152;L;76873;345613;Nüsse;15/09;15/10
629;136;juglans;.;.;Nuß;3;1;13;L;70741;355025;Nüsse;15/09;15/10
824;251;juglans;.;.;Nuß;3;1;21;L;76202;347470;Nüsse;15/09;15/10
824;252;juglans;.;.;Nuß;3;1;19;L;76236;347449;Nüsse;15/09;15/10
824;260;juglans;.;.;Nuß;3;1;15;L;76262;347425;Nüsse;15/09;15/10
25;022a;juglans;.;.;Nuß;2;1;12;L;70397;351625;Nüsse;15/09;15/10
44;20;juglans;.;.;Nuß;2;1;15;L;70094;350531;Nüsse;15/09;15/10
423;025a;juglans;.;.;Nuß;3;1;10;L;70658;345963;Nüsse;15/09;15/10
384;5;juglans;.;.;Nuß;3;1;13;L;70912;346363;Nüsse;15/09;15/10
7;243;juglans;.;.;Nuß;10;5;38;L;73302;355886;Nüsse;15/09;15/10
